question,answer_llm,answer_orig,document
Do you have a page that lists example ideas and datasets I can use for the project?,"Yes — please check this GitHub page for several project ideas and datasets, along with tips and guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
What’s the best place to get inspiration and data options for the capstone project?,I don’t know.,"Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I need to use Airflow, Mage, or Kestra for the capstone ingestion pipeline, or is a simple Python script enough?","No, you don’t need Airflow, Mage, or Kestra for the capstone ingestion pipeline. A simple Python script that ingests and indexes your data is enough for full points on that criterion.

Use an orchestrator only if it truly fits your project, like a daily-updating feed. A Jupyter notebook with the same steps is also allowed, but it gets fewer points than a plain script.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the ingestion and indexing steps in a Jupyter notebook, can I still get full points for that part of the project?","No. If you build the ingestion and indexing steps in a Jupyter notebook, that is worth **1 point instead of 2** for the ingestion-pipeline criterion.

A plain Python script is enough for full points.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
When would it make sense to add an orchestration tool to the capstone instead of just writing a script?,"It makes sense to add an orchestration tool only if it actually fits your project’s needs — for example, if you have a feed that needs recurring ingestion every day.

For the capstone, you do **not** need Airflow, Mage, or Kestra just to get full points. A plain Python script that ingests and indexes your data is enough for the ingestion pipeline criterion.

So: use an orchestrator for real scheduling/retries/automation needs, not just to “score” the criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Is an orchestrator required to score the ingestion pipeline criterion, or is it optional?",It’s optional. You do **not** need an orchestrator to score the ingestion-pipeline criterion for the capstone. A plain Python script is enough for full points.,"No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Should I use an orchestration tool only if my project has recurring daily ingestion, or is it better to add one just for the rubric?","Use an orchestration tool only if it actually fits your project, such as when you have recurring daily ingestion or another real scheduling/retry need.

You do **not** need to add one just for the rubric. A plain Python script is enough for full points on the ingestion pipeline criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-style RAG project when I don't have obvious question-answer ground truth?,"Use two complementary evaluation methods:

1. **Synthetic ground truth**
   - For each item in your dataset, ask an LLM to generate about 5 user queries that should retrieve that item as the top result.
   - Run those queries through your retriever.
   - Measure **hit rate**, **MRR**, or **NDCG**.

2. **LLM-as-a-judge**
   - Sample real or synthetic queries.
   - Run the full RAG pipeline.
   - Have an LLM score the result on a fixed rubric, such as **relevance** or **usefulness** on a 1–5 scale.

For recommender-style RAG, **NDCG** is often a better fit than hit rate because multiple items may be acceptable, and it rewards good items appearing higher in the ranking.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What's a good way to create synthetic ground truth for retrieval evaluation in a recommender system?,"A good way is to use **synthetic ground truth**:

1. Take each item in your dataset.
2. Prompt an LLM with that item’s description.
3. Ask it to generate about **5 user queries** that should retrieve that item as the top result.
4. Run those queries through your retriever.
5. Evaluate with metrics like **hit rate, MRR, or NDCG**.

For ranking-style recommender systems, **NDCG** is often a better choice than hit rate because it rewards putting good items near the top, not just getting the first one right.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"Should I use an LLM as a judge to score the end-to-end quality of my RAG outputs, and how would that work?","Yes — using an LLM as a judge is a valid way to evaluate the end-to-end quality of your RAG outputs, especially when you don’t have obvious ground-truth answers.

How it works:
1. Sample representative user queries.
2. Run the full RAG pipeline on those queries.
3. Ask an LLM to rate the final answer using a fixed rubric you define in the prompt, for example:
   - relevance
   - usefulness
   - correctness
   - completeness
   - a 1–5 overall score

A good judge prompt should specify the criteria clearly so the scoring is consistent.

For recommender-style RAG, this is especially useful because there may be multiple acceptable outputs, not just one exact answer. In those cases, ranking metrics like NDCG can also be a better fit than simple hit-rate, because they reward putting good items higher in the list.

So the practical answer is: yes, use an LLM judge for end-to-end evaluation, and combine it with retrieval metrics when possible.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For ranking-style RAG problems where several items could be fine, is NDCG a better metric than hit rate?","Yes — for ranking-style RAG problems where several items could be acceptable, **NDCG is often a better fit than hit rate**.

Why:
- **Hit rate** only tells you whether a correct/acceptable item appears somewhere in the top *k*.
- **NDCG** also rewards **how high** the good items are ranked, so it’s more sensitive to ranking quality.

So if multiple results are fine and ordering matters, **NDCG is usually more informative** than hit rate.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How would I measure retrieval quality for each item if I generate user queries from its description first?,"If you generate synthetic user queries from each item’s description, you can measure retrieval quality by:

1. **Running those queries through your retriever**
2. **Checking whether the intended item is retrieved**
3. **Scoring with metrics like:**
   - **Hit rate**: did the correct item appear in the top-k?
   - **MRR**: how high was the first correct result?
   - **NDCG**: how well-ranked was the correct item, especially useful if multiple items are acceptable

For ranking-style problems, **NDCG is often a better fit than hit rate** because it rewards getting relevant items higher in the list, not just finding one correct item somewhere in the top results.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What chunking setup should I start with if my PDFs are really long and have tons of paragraphs?,"Start simple with **fixed-size chunking of about 1000 tokens with some overlap**.

For really long PDFs with lots of paragraphs, the course recommendation is to **iterate rather than искать the perfect chunker upfront**:
- begin with **~1000-token chunks + overlap**
- run a **small ground-truth eval**
- then try smarter approaches like **splitting into logical sections with an LLM**
- optionally add a **short summary per chunk**
- for long structured docs, use **hybrid search (BM25 + dense)**

If you want, I can also suggest a practical starting overlap size.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Is it worth trying to make the perfect chunk splitter first, or should I just test a basic approach and improve it later?","I’d test a basic chunking approach first and improve it later.

The goal is to make the text clean, structured, and easy to chunk and retrieve—not to perfect the splitter upfront. Start with a reasonable chunking method, check retrieval quality, and then adjust the chunks if needed so related context stays together and retrieval becomes more accurate.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For big structured docs like legal or finance PDFs, should I use semantic search only, or mix it with BM25 too?","For long, structured docs like legal or finance PDFs, **mix BM25 with dense/semantic search** rather than using semantic search only.

The course notes specifically say that for **long, structured documents (legal, financial)**, you should **prefer hybrid search (BM25 + dense)** so that **exact wording isn’t lost during semantic matching**.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
How can I chunk long documents more intelligently than just fixed token windows?,"You can chunk documents more intelligently by **keeping related context together**, not just splitting by fixed token counts.

From the course guidance, the key idea is:

- **Clean the text first**: remove noise like broken HTML, duplicates, boilerplate, OCR errors, repeated headers/footers.
- **Preserve structure**: keep titles, section names, dates, page numbers, speaker names, and Q&A structure.
- **Use a structured format** such as JSON if helpful.
- **Chunk by logical boundaries** so related content stays together.
- **Keep metadata** for later filtering or ranking.

So instead of arbitrary token windows, aim for chunks based on document structure, like sections, paragraphs, or Q&A blocks, with metadata attached. The goal is not just smaller text, but **more accurate retrieval**.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Do you know any good tools for turning PDFs into cleaner markdown before I split them into chunks?,"Yes — a few good options are:

- **`pymupdf4llm`** — fast and gives decent markdown output.
- **Docling** — slower, but often higher quality, especially for tables and figures.
- **GROBID** — best suited for academic papers, since it extracts structure like sections and references.

If your PDFs are scanned or image-based, you may also need OCR first, such as **Tesseract (`pytesseract`)** or a hosted OCR service.

A good approach is to try a couple on a sample of your PDFs and see which one gives the cleanest markdown before chunking.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"What does reproducibility mean for the project review, and do I need to give reviewers my API keys?","Reproducibility means a peer reviewer should be able to clone your repo and follow your README to recreate the system from scratch using their own credentials.

So, **no, you should not give reviewers your API keys**. In fact, you should **never share API keys or hosted-service credentials in your repo**.

What you should provide instead:
- a script or notebook to ingest the dataset and rebuild the search index locally
- a `.env.example` with variable names only, no secrets
- instructions for the reviewer to create their own `.env` with their own keys
- dependency/version pinning and the Python version used

Use a cheap model if possible so reviewers don’t spend much credit when running it.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I let someone rerun my capstone from scratch without exposing any credentials?,"Never share API keys or hosted-service credentials in your repo.

To let someone rerun your capstone from scratch, make it reproducible by having them use **their own credentials**:

- Include a script or notebook that can ingest the data and rebuild the index locally.
- Add a `.env.example` with the required variable names but no secret values.
- Keep the real `.env` out of git with `.gitignore`.
- Pin dependency versions and document the Python version, and Docker version if you use Docker.

So the reviewer should be able to clone the repo, follow your README, and recreate everything with their own keys.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Do I need to commit a real .env file, or should I only include an example one?","You should **only include a `.env.example`** in the repo, not a real `.env` file.

According to the course guidance:

- **Never commit API keys or credentials**
- Add **`.env`** to **`.gitignore`**
- Provide **`.env.example`** with the variable names only, no actual values
- Each reviewer should create their own **`.env`** locally using their own keys

So the right setup is:

- `.env` → local only, **not committed**
- `.env.example` → committed, for template/documentation","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
What kind of script should I add so the dataset and search index can be rebuilt locally?,I don't know.,"Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Which versions or tools should I pin in the repo so the setup works the same for other people?,"Pin the tools that affect reproducibility in your repo:

- Python version
- Dependency manager/tooling, if you use it, especially `uv`
- Any packages/dependencies used by your scripts
- Any scripts your flows call
- If you run locally, document the setup clearly so others can reproduce it

The course specifically says `uv` is used because it gives reproducible lockfiles, but it is not required — `pip` and `virtualenv` also work.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Can I do the homework and capstone in a language other than Python, like JavaScript or Go, or do I need to stick with Python?","In most cases, you should stick with Python for both homework and the capstone project.

Using another language like JavaScript or Go is technically possible, but only if you have a strong reason. If you do, make sure your documentation is very thorough so the reviewer can reproduce and evaluate it easily on Windows, macOS, and Linux.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I use Rust, Java, Scala, C#, or R instead of Python for the project, is that allowed for the course?","Yes — it’s technically allowed to use Rust, Java, Scala, C#, or R instead of Python for the capstone project.

That said, Python is the default and easiest choice because the course materials and reviewer expectations are Python-based. If you choose another language, you should have a strong reason and make your documentation very thorough, including clear install/run steps for Windows, macOS, and Linux. The submission also still needs to be easy to reproduce and evaluate.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
How strict is the Python requirement for the homework and final project in this course?,"In most cases, you should use Python, and this applies to every homework and the final/capstone project.

Using another language or stack is technically allowed, but only if you have a strong reason. If you do, your documentation must be very thorough so the reviewer can easily reproduce and evaluate your work.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
What do I need to include in the README if I submit the capstone in a non-Python stack?,"If you submit the capstone in a non-Python stack, your README should be very thorough and include:

- How to install dependencies
- How to run the project on:
  - Windows
  - macOS
  - Linux
- Steps detailed enough for someone unfamiliar with that language/ecosystem to reproduce it
- Example commands at the level of:
  - `go mod tidy`
  - `go run .`

Also, the submission must still be easy to reproduce and evaluate.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I build the project with another language, how detailed should the install and run instructions be for the reviewer?","Very detailed. The reviewer should be able to reproduce everything without knowing that language or stack.

Your README should include:

- exact dependency installation steps
- exact commands to run the project
- instructions for **Windows, macOS, and Linux**
- enough explanation that a reviewer with no knowledge of the ecosystem can still set it up

For example, the docs should be at the level of:

```bash
go mod tidy
go run .
```

The goal is to make the submission easy to reproduce and evaluate.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where can I look at earlier LLM Zoomcamp capstone submissions?,"You can browse earlier LLM Zoomcamp capstone submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a page with past LLM Zoomcamp projects I can browse?,"Yes — you can browse previous LLM Zoomcamp projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages list submitted repositories and can help you understand the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Can I see examples of projects from previous LLM Zoomcamp cohorts?,"Yes — you can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages list submitted repositories and are useful for understanding the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Where are the 2024 and 2025 LLM Zoomcamp project links?,"The 2024 and 2025 LLM Zoomcamp project links are:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
How can I check submitted LLM Zoomcamp capstone repositories from past years?,"You can browse previous LLM Zoomcamp capstone submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages list submitted repositories from past years.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do I need to reserve or announce my capstone project idea before I start?,No. You do not need to announce or reserve your project idea before starting.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"Can I just pick a project topic on my own, or do I have to get it approved first?","No, you do **not** have to get your capstone topic approved or reserved first. You can just pick a project idea and start working on it.

If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"Is it okay if my project is similar to someone else’s previous idea, or does it need to be totally unique?","Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.

You do **not** need to make it totally unique.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
