question,document,score,reasoning
Is there a simple method to compute percentiles in a DataFrame column?,b4c8ac5a0c,good,The AI answer conveys the same method as the ground truth: using the column's `quantile(q=0.75)` to compute the 75th percentile. It is semantically equivalent and correct.
How do I use pandas to return the 75% percentile value?,b4c8ac5a0c,good,The AI answer matches the ground truth exactly in meaning and gives the same pandas quantile call for the 75th percentile. Extra explanatory text is correct and does not change the answer.
"What’s the quickest terminal command to force-remove every Docker container, even the ones still running?",66ccbb7da0,good,"The AI answer correctly provides the quickest terminal command to force-remove every Docker container, including running ones. It matches the key part of the ground truth, even though it omits the optional image and volume removal commands that were also listed."
How do I clear out all Docker images from my machine using the command line?,66ccbb7da0,good,"The AI answer correctly provides the command to remove all Docker images. The original answer also includes optional extra cleanup steps for containers and volumes, but the question specifically asks about clearing all Docker images. So the key point is preserved."
Is there a simple way to delete every Docker volume with one terminal command?,66ccbb7da0,good,"The AI answer correctly provides the one-command way to delete all Docker volumes, which matches the key part of the ground truth relevant to the question. The extra container/image removal steps in the original answer are not necessary to answer the question asked. No mismatch in meaning."
"If I want a full Docker cleanup, what commands should I run to remove containers, images, and volumes?",66ccbb7da0,good,"The AI answer provides the same three Docker commands as the ground truth and correctly states that they remove all containers, images, and volumes. It preserves the key meaning and required cleanup actions."
How can I wipe my Docker environment from the terminal without deleting things one by one?,66ccbb7da0,good,"The AI answer gives the same three commands as the ground truth and correctly states that they remove all containers, images, and volumes. It preserves the core meaning and procedure."
"How can I make sure a Streamlit user can only leave one feedback vote, like +1 or -1, per submitted answer?",2e729f1271,good,"The AI answer captures the core idea: use Streamlit session state to ensure feedback can only be acted on once per submitted answer, and it references the reassignment issue and the linked Streamlit Discuss solution. Although it adds some speculative detail, it does not contradict the ground truth and conveys the same practical guidance."
Why does my `st.session.submitted` flag keep getting set back to True after I click a feedback button in Streamlit?,2e729f1271,good,The AI answer matches the ground truth in substance: it identifies that the flag is being reassigned during rerun logic and points to the same Streamlit Discuss solution link. The extra statement that it doesn't know the exact fix is not contradictory and the key information is preserved.
"In Streamlit, how do I disable the feedback buttons after the ask button is used and the submission state changes?",2e729f1271,bad,"The AI answer does not provide the solution or the referenced Streamlit Discuss guidance. It simply says it doesn't know, so it misses the key information entirely."
My session state in Streamlit seems to be reassigned somewhere else after feedback is clicked — what’s the usual fix for that?,2e729f1271,good,"The AI answer conveys the same core information as the ground truth: the issue is solved by referring to the linked Streamlit Discuss solution. It also gives a plausible explanation about avoiding unintended reassignment on reruns, which does not conflict with the ground truth. The essential answer is preserved."
Is there a known Streamlit Discuss thread for the issue where session attributes get reset and feedback buttons act weird after submission?,2e729f1271,good,The AI answer correctly identifies that there is a known Streamlit Discuss thread and provides the same link as the ground truth solution. This is semantically equivalent to the original answer.
"Why do I get `exec: ""streamlit"": executable file not found in $PATH` when I start my app with docker-compose, even though it works locally?",e8df9f0d12,good,"The AI answer conveys the same core fix as the ground truth: create a Dockerfile, ensure Streamlit is included in docker-compose, and rebuild with `docker-compose up --build`. It also correctly explains that the container may differ from the local environment. No key point is missing or incorrect."
What do I need to add or change in my Docker setup if docker-compose can’t find the `streamlit` command?,e8df9f0d12,good,"The AI answer matches the ground truth: it says to create a Dockerfile, add streamlit to docker-compose, and rebuild with `docker-compose up --build`. The extra note about Streamlit not being installed or using the wrong Dockerfile is consistent with the issue and does not change the meaning."
Do I have to create a Dockerfile first before running a Streamlit app with docker-compose?,e8df9f0d12,good,"The AI answer matches the ground truth: it says a Dockerfile should be created first, streamlit should be added to docker-compose, and the app should be rebuilt and started with docker-compose up --build. This conveys the same key information."
"After fixing my compose file for a Streamlit app, what’s the right command to rebuild and launch everything again?",e8df9f0d12,good,"The AI answer gives the exact rebuild-and-launch command requested, matching the ground truth’s key instruction. It omits the surrounding setup steps, but those are not necessary to answer the specific question asked."
My Streamlit app runs outside Docker but fails in docker-compose with an OCI/runc error — what’s the usual fix?,e8df9f0d12,good,"The AI answer preserves the core guidance from the ground truth: create a Dockerfile, ensure Streamlit is included in the docker-compose setup, and rebuild with docker-compose up --build. It is semantically equivalent and correct."
"Can we do the capstone as a group, or does every student need to submit their own project?",0fab61eca2,good,"The AI answer matches the ground truth: it says the capstone is individual, allows collaboration/discussion, requires each submitted project to be independently evaluable with its own repository, and notes that shared systems must be separately evaluable to satisfy the requirement. This conveys the same key information."
"If two people work on the same idea, is that allowed for the capstone?",0fab61eca2,good,"The AI answer captures the key requirement that the capstone is individual and that each submission must stand on its own with separate components/repositories and independent evaluation. However, it begins with ""Yes — two people can work on the same idea,"" which is only conditionally true and could be misleading because the ground truth says no, the capstone is an individual project, though collaboration on a larger idea is allowed if decomposed into independent projects. Since the overall meaning is substantially preserved and the nuance is explained afterward, this is effectively equivalent."
Could I share a system with classmates if each of us builds a different part?,0fab61eca2,good,"The AI answer captures the main policy: a shared system is only acceptable if each person has an independently evaluable component and separate repository. However, it begins with 'Yes' in a way that could imply shared projects are generally allowed, whereas the ground truth says the capstone is an individual project and collaboration is only acceptable under strict decomposition. Still, the core conditions and restriction are correctly conveyed."
Do we need separate repos for each person's capstone submission?,0fab61eca2,bad,"The AI answer captures the key point that the capstone is individual and that a shared system is only acceptable if split into independently evaluable components with separate repos. However, it begins with 'Yes' to the question 'Do we need separate repos for each person's capstone submission?', which is misleading because the ground truth says the capstone is individual and separate repos are only required if people are sharing a larger system; otherwise each submitted project must stand on its own. The answer is close, but the initial yes/no framing does not fully match the original nuance."
"If the project can't be graded separately for each student, does it still count?",0fab61eca2,good,"The AI answer conveys the key point that if the project cannot be evaluated separately for each participant, it does not count. This matches the ground truth, though it omits supporting details about collaboration and separate repositories. The core answer is correct."
"Do I need to turn in two capstone projects, or is one project enough?",d5fc98925d,good,"The AI answer correctly states that one project is enough, which matches the core of the ground truth. However, it omits the important additional details about resubmission in attempt #2, the option to submit two different projects, and the peer-review requirement for certification. These omissions do not change the main answer to the user's direct question, so it is semantically equivalent for the question asked."
What do attempt 1 and attempt 2 mean for the capstone submission?,d5fc98925d,good,"The AI answer captures the main points: there are two submission windows for the same capstone, only one project is needed, attempt 2 is a chance to resubmit after fixing issues, and missing attempt 1 still allows attempt 2. However, it omits two details from the ground truth: that submitting two projects is allowed only if they use different datasets and problem statements, and that certification requires participation in peer review of three peers. Since the question asks what attempt 1 and attempt 2 mean for capstone submission, the core explanation is correct but incomplete."
"If my first capstone submission doesn’t pass, can I fix it and submit again later?",d5fc98925d,good,"The AI answer captures the core point: a failed first capstone submission can be improved and resubmitted in the attempt #2 window. It also correctly states that only one project is required. It omits extra details about submitting two projects, catching up if attempt #1 is missed, and the peer-review requirement, but those omissions do not change the answer to the asked question."
"Can I submit two different capstone projects just to practice, and if so do they need to be on different data and problems?",d5fc98925d,good,"The AI answer correctly captures the key point about submitting two practice projects requiring different datasets and problem statements. However, it omits important context from the original answer: you only need to submit one project, a failed first attempt can be resubmitted in the second window, and certification also depends on peer-review participation. Since the question is specifically about whether two practice projects are allowed and whether they need different data/problems, the core answer is present and semantically equivalent on that point."
"If I miss the first submission window, can I still submit in the second one and stay on track for certification?",d5fc98925d,good,"The AI answer correctly states that missing the first submission window does not prevent submitting in the second window and staying on track. It also correctly mentions the peer-review requirement. However, it adds that you must 'pass the Capstone project' for certification, which is not part of the original answer and could be misleading, but it does not contradict the main point. The core information is preserved."
"Can I use the competition instead of the capstone project, or are they separate?",e892d44e42,good,"The AI answer preserves the key meaning of the ground truth: the competition does not replace the capstone, they are separate, and the capstone is individual while the competition can be joined optionally. This is semantically equivalent."
"If I join the math-kaggle-llm-competition, does that count toward the capstone requirement?",e892d44e42,good,"The AI answer preserves the key point that joining the math-kaggle-llm-competition does not count toward the capstone requirement, and it correctly notes that the competition can be joined as a group while the capstone must be individual. This is semantically equivalent to the ground truth."
"Is the capstone in this course supposed to be done by myself only, or can it be a team effort?",e892d44e42,good,"The AI answer preserves the core point that the capstone is individual and not a group project. However, it adds unsupported details about separate repositories and independently evaluable submissions that are not in the ground truth. Those additions do not contradict the original and the main answer is semantically equivalent."
Are we allowed to participate in the math-kaggle-llm-competition with a group even though the capstone is individual?,e892d44e42,good,"The AI answer matches the ground truth: it says group participation in the math-kaggle-llm-competition is allowed, while the capstone remains individual. This preserves the key distinction and is semantically equivalent, despite starting with 'Yes' rather than the ground truth's 'No, it does not' phrasing, which appears to be an answer to the implied question about whether the capstone is group-based."
"Does being in the competition replace the capstone, or do I still need to complete the capstone separately?",e892d44e42,good,"The AI answer matches the ground truth: it clearly states that the competition does not replace the capstone, and that the capstone must still be completed separately as an individual attempt. It preserves the key meaning without introducing errors."
How will my capstone project be graded in the course?,9a2e2d2008,good,"The AI answer captures the key grading method: peer review by three randomly assigned students, the student’s own responsibility to grade three peers, and that the final grade is the median of peer scores. It also mentions the review criteria. The only omission is the warning that failing to comply may prevent earning the certificate, but that is ancillary to how grading works and does not change the semantic equivalence of the grading explanation."
Who reviews the project after I submit it?,9a2e2d2008,good,"The AI answer correctly states the key fact that the submitted project is reviewed by three randomly assigned students who also submitted the project. It omits the additional note about the user also needing to grade three peers and the median final grade, but those are extra details not necessary to answer the question asked."
Do I have to grade other students’ capstone projects too?,9a2e2d2008,good,"The AI answer captures the key point that the student must grade three fellow students’ capstone projects and that failure to do so may jeopardize the Certificate. It omits the detail that each submitted project is also evaluated by three randomly assigned students and that the final grade is the median of peer reviewers, but those omissions do not change the answer to the specific question asked."
What happens if I don’t review the required number of peer projects?,9a2e2d2008,good,"The AI answer captures the key consequence that failing to do the required peer reviews may prevent receiving the certificate. It omits some details about reciprocal grading and the median score, but those are not necessary to answer the specific question. Semantically, it matches the core warning."
Is the final capstone score based on all peer reviews or just one of them?,9a2e2d2008,good,"The AI answer correctly states that the final grade is determined by the median of three peer reviews, meaning it is based on all three reviews rather than a single one. This matches the ground truth."
"After the submission deadline, how are the projects for review/grading assigned to each participant?",eae0fb50aa,good,"The AI answer preserves the key information from the ground truth: after the submission deadline, an Excel sheet is shared and each participant is assigned 3 projects for review/grading. This is semantically equivalent."
When do we get the list of projects we need to review in the capstone project?,eae0fb50aa,good,"The AI answer preserves the key meaning of the original: the list is shared after the submission deadline, and each participant gets 3 assigned projects in an Excel sheet. This is semantically equivalent."
How many projects will each participant be assigned once submissions close?,eae0fb50aa,good,"The AI answer matches the ground truth: after the submission deadline, each participant is assigned 3 projects. It preserves the key information and is semantically equivalent."
"Will there be an Excel sheet with the projects to grade, and when is it shared?",eae0fb50aa,good,The AI answer matches the ground truth: it confirms an Excel sheet will be shared after the submission deadline and that each participant will be assigned 3 projects. No key information is missing or incorrect.
What happens after the capstone project submission deadline regarding peer review assignments?,eae0fb50aa,good,"The AI answer matches the ground truth: it states that after the submission deadline, an Excel sheet is shared and each participant is assigned 3 projects for peer review. The added note that participants won’t choose projects is consistent with the assignment process and does not change the meaning."
"I already turned in my capstone project, but why don’t I see any projects to review yet?",a8a7fef016,good,"The AI answer matches the ground truth in meaning: it explains that projects are assigned only after the submission deadline has passed, and that reviewers cannot choose projects or review before the list is released. No key information is missing or incorrect."
"After the submission deadline ends, how do the project review assignments work?",a8a7fef016,good,"The AI answer matches the ground truth on the key points: after the deadline, projects are assigned automatically, reviewers cannot choose projects, and they cannot review before the list is released. The added detail about an Excel sheet and 3 projects may be extra, but it does not contradict the core answer. However, the original answer does not mention a fixed number of projects or an Excel sheet, so that extra information is unverified. Since the question is about how assignments work, the core semantic meaning is preserved."
Can I pick which projects I want to evaluate in the capstone project?,a8a7fef016,good,"The AI answer matches the ground truth: it says you cannot choose which projects to review and that assignment happens after the submission deadline passes. It omits the detail that you also can’t review before the list has been released, but that does not change the core answer."
Is it possible to start reviewing projects before the assigned list is published?,a8a7fef016,good,The AI answer matches the ground truth: it says reviewing cannot start before the assigned list is released and that assignments happen only after the submission deadline passes. This preserves the key information exactly.
I submitted my project already — when should I expect review tasks to appear?,a8a7fef016,good,"The AI answer preserves the ground truth meaning: review tasks appear only after the submission deadline has passed, and users cannot review before the list is released or choose which projects to evaluate. This is semantically equivalent."
Where can I find a few project ideas and datasets for the capstone?,e76a70cde3,good,"The AI answer conveys the same key information as the ground truth: it points to the GitHub page containing project ideas, datasets, tips, and guidelines. This is semantically equivalent."
"Is there a GitHub page with tips, guidelines, and dataset ideas for the project?",e76a70cde3,good,"The AI answer matches the ground truth: it points to the same GitHub page and states that it includes ideas, datasets, tips, and guidelines for the project. This is semantically equivalent."
I'm looking for possible datasets for the capstone project — where should I check?,e76a70cde3,good,"The AI answer points the student to the same GitHub page containing ideas, datasets, tips, and guidelines for the capstone project. This preserves the key information from the ground truth."
Do you have a page that lists example ideas and datasets I can use for the project?,e76a70cde3,good,"The AI answer matches the ground truth: it points the user to the same GitHub page and says it contains project ideas, datasets, tips, and guidelines. No key information is missing or incorrect."
What’s the best place to get inspiration and data options for the capstone project?,e76a70cde3,bad,"The AI answer does not provide the requested source or guidance. The ground truth points the user to a specific GitHub page with ideas, datasets, tips, and guidelines for the project. Saying 'I don’t know' misses the key answer and is not semantically equivalent."
"Do I need to use Airflow, Mage, or Kestra for the capstone ingestion pipeline, or is a simple Python script enough?",d4f7c08ea1,good,"The AI answer matches the ground truth: it states that a plain Python script is sufficient for full points, that an orchestrator is only needed if it fits the project (e.g., daily updates), and that a Jupyter notebook with the same steps is allowed but worth fewer points. This preserves the key meaning accurately."
"If I build the ingestion and indexing steps in a Jupyter notebook, can I still get full points for that part of the project?",d4f7c08ea1,good,"The AI answer preserves the key point: a Jupyter notebook implementation does not earn full points and is worth 1 point instead of 2, while a plain Python script is enough for full points. It matches the ground truth semantically and omits only the optional orchestrator advice, which is not necessary to answer the question."
When would it make sense to add an orchestration tool to the capstone instead of just writing a script?,d4f7c08ea1,good,"The AI answer matches the ground truth: it says an orchestrator is only useful when it fits the project, gives the same daily recurring feed example, and states that a plain Python script is sufficient for full points. It also captures the idea that you should not add one just to score the criterion. Extra mention of specific tools and scheduling/retries is consistent and does not change the meaning."
"Is an orchestrator required to score the ingestion pipeline criterion, or is it optional?",d4f7c08ea1,good,"The AI answer matches the ground truth: it clearly says an orchestrator is optional, a plain Python script is enough for full points, and it does not contradict the note that orchestrators should only be used when appropriate. It omits the Jupyter notebook detail and the example use case, but those are extra rather than core requirements."
"Should I use an orchestration tool only if my project has recurring daily ingestion, or is it better to add one just for the rubric?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says to use an orchestration tool only when it fits the project, gives recurring daily ingestion as an example, and explicitly states that a plain Python script is enough for full points and that you should not add one just for the rubric. This preserves the key guidance and scoring detail."
How can I evaluate a recommender-style RAG project when I don't have obvious question-answer ground truth?,9b0e2d6a47,good,"The AI answer captures both key evaluation approaches from the ground truth: synthetic ground truth via LLM-generated queries per item with retrieval metrics like hit rate/MRR/NDCG, and LLM-as-a-judge with a rubric-based score. It also correctly notes that NDCG is often preferable to hit rate in ranking-style/recommender settings. This is semantically equivalent to the original answer."
What's a good way to create synthetic ground truth for retrieval evaluation in a recommender system?,9b0e2d6a47,bad,"The AI answer matches the ground truth on the main synthetic ground truth method: generate queries from each item description with an LLM, retrieve, and evaluate using hit rate/MRR/NDCG. It also correctly notes that NDCG is often better than hit rate for ranking problems. However, it omits the second complementary approach from the original answer: LLM-as-a-judge for end-to-end quality. Since the task is to judge semantic equivalence and the original answer includes two approaches, this is a partial omission of a key point."
"Should I use an LLM as a judge to score the end-to-end quality of my RAG outputs, and how would that work?",9b0e2d6a47,good,"The AI answer matches the ground truth on the key point: LLM-as-a-judge is a valid approach for end-to-end RAG evaluation, and it explains the basic workflow of sampling queries, running the full RAG pipeline, and scoring with a fixed rubric. It also correctly mentions that NDCG can be preferable to hit-rate when multiple answers are acceptable. The only missing part is the synthetic ground-truth approach, but the question asks specifically about using an LLM as a judge, so that omission is acceptable. "
"For ranking-style RAG problems where several items could be fine, is NDCG a better metric than hit rate?",9b0e2d6a47,good,"The AI answer correctly states that NDCG is often a better fit than hit rate for ranking-style RAG problems with multiple acceptable items, because it rewards higher-ranked relevant items rather than only checking presence in top-k. However, it omits the two complementary evaluation approaches described in the ground truth (synthetic ground truth with LLM-generated queries, and LLM-as-judge end-to-end quality). Since the question specifically asks whether NDCG is better than hit rate, the core comparison is answered correctly, but the ground truth includes additional guidance that is not reflected. Still, the central semantic answer matches."
How would I measure retrieval quality for each item if I generate user queries from its description first?,9b0e2d6a47,good,"The AI answer matches the ground truth well. It describes the synthetic-query approach, running the generated queries through the retriever, and evaluating with hit rate, MRR, and NDCG. It also correctly notes that NDCG is often better than hit rate for ranking-style problems. It does not include the second complementary approach (LLM-as-a-judge), but the question is specifically about measuring retrieval quality if generating queries from descriptions first, so the core answer is preserved."
What chunking setup should I start with if my PDFs are really long and have tons of paragraphs?,6f2a8b3d10,good,"The AI answer captures the key recommendation: start with fixed-size chunking around 1000 tokens with overlap, then iterate with evals and consider smarter section-based chunking, summaries, and hybrid search. It preserves the main advice and does not introduce any incorrect conflicting guidance. Minor omission of the PDF parsing tool suggestions is acceptable because the question asks about the chunking setup to start with, not tooling."
"Is it worth trying to make the perfect chunk splitter first, or should I just test a basic approach and improve it later?",6f2a8b3d10,good,"The AI answer preserves the main guidance: do not over-optimize upfront, start with a basic chunking approach, and improve iteratively based on retrieval quality. It omits some specific suggestions from the ground truth (fixed-size overlap, LLM-based section splitting, summaries, hybrid search, tools), but those are supporting details rather than the core answer. The semantic intent matches."
"For big structured docs like legal or finance PDFs, should I use semantic search only, or mix it with BM25 too?",6f2a8b3d10,good,"The AI answer correctly states that for long structured legal/financial PDFs, hybrid search combining BM25 and dense/semantic search is preferred over semantic search only, and it preserves the key reason: exact wording can be lost with semantic matching. This matches the ground truth core advice, though it omits the extra chunking guidance and tooling details, which are not required for equivalence on the main question."
How can I chunk long documents more intelligently than just fixed token windows?,6f2a8b3d10,bad,"The AI answer captures the general idea of smarter, structure-aware chunking and preserving metadata, but it misses several key points from the ground truth: the iterative approach, starting with fixed-size chunking and evaluating, using LLMs to split documents into logical sections, adding LLM-generated summaries per chunk, and using hybrid search for long structured docs. It also introduces some cleaning/JSON advice that is not in the original answer. Because it omits multiple core recommendations, it is not semantically equivalent."
Do you know any good tools for turning PDFs into cleaner markdown before I split them into chunks?,6f2a8b3d10,good,"The AI answer correctly identifies the three tools from the ground truth with essentially the same descriptions. It adds OCR suggestions, which are extra but not conflicting. It omits the surrounding advice about iterating on chunking strategies and evaluation, but the question specifically asks for tools for turning PDFs into cleaner markdown before chunking, so the key requested information is present."
"What does reproducibility mean for the project review, and do I need to give reviewers my API keys?",e5d8a2c761,good,"The AI answer preserves the core meaning: reproducibility is defined as a reviewer cloning the repo and recreating the system from scratch using their own credentials, and it correctly says not to share API keys. It also includes the key supporting points from the ground truth: a rebuild script/notebook, .env.example with no secrets, reviewer-created .env, dependency/version pinning, and using a cheap model. This is semantically equivalent."
How should I let someone rerun my capstone from scratch without exposing any credentials?,e5d8a2c761,good,"The AI answer matches the ground truth closely. It correctly says not to share credentials, explains that reproducibility should use the reviewer’s own credentials, and includes the key implementation details: a script/notebook to rebuild locally, a `.env.example` with no secrets, `.env` in `.gitignore`, and pinned dependency/version documentation. It omits the specific example of using a cheap model to reduce reviewer credit burn, but that is supplementary rather than essential. Overall semantically equivalent."
"Do I need to commit a real .env file, or should I only include an example one?",e5d8a2c761,good,"The AI answer matches the ground truth on the key point: do not commit a real .env file, only include a .env.example and keep .env in .gitignore. It preserves the main recommendation and does not contradict the original. It omits some extra contextual guidance from the original (scripts, cheap model, pinned dependencies), but those are not necessary to answer this specific question."
What kind of script should I add so the dataset and search index can be rebuilt locally?,e5d8a2c761,bad,"The AI answer fails to provide the required guidance. The ground truth says to add a script or notebook that ingests the dataset and rebuilds the search index locally, along with using a .env.example and documenting dependencies. Saying 'I don't know' misses the key point entirely."
Which versions or tools should I pin in the repo so the setup works the same for other people?,e5d8a2c761,bad,"The AI answer captures the core reproducibility guidance: pin Python and dependency versions, and mention tooling like uv/lockfiles. However, it misses important parts of the original answer about not sharing API keys/credentials, using a .env.example with .env ignored, providing a script/notebook to rebuild the index, and using a cheap model to avoid burning credits. Since the question asks which versions or tools should be pinned, the AI is partly relevant, but it does not fully convey the original answer's key setup advice around reproducibility and credentials."
"Can I do the homework and capstone in a language other than Python, like JavaScript or Go, or do I need to stick with Python?",ea815eb858,good,"The AI answer matches the core guidance: Python is the default for all homework and the capstone, other languages are possible but only with strong justification and thorough documentation for reproducibility across operating systems. It omits some examples and the note about reviewer expectations, but these are supporting details rather than essential meaning."
"If I use Rust, Java, Scala, C#, or R instead of Python for the project, is that allowed for the course?",ea815eb858,good,"The AI answer matches the ground truth: it says non-Python languages including Rust, Java, Scala, C#, and R are technically allowed, but Python is preferred/default. It also correctly notes the need for strong justification, thorough documentation, cross-platform instructions, and reproducibility. It omits that this applies to every homework as well as the final/capstone project, but the question specifically asks about the project, so this is not a meaningful miss."
How strict is the Python requirement for the homework and final project in this course?,ea815eb858,good,"The AI answer captures the main point: Python is preferred for all homework and the final project, and other languages are technically allowed only with a strong reason and thorough documentation for reproducibility. It omits some specifics from the ground truth (examples of other languages, the note that reviewers may not know the ecosystem, and the requirement to document installation/run steps on Windows/macOS/Linux), but the core answer is semantically preserved."
What do I need to include in the README if I submit the capstone in a non-Python stack?,ea815eb858,good,"The AI answer captures the essential requirements from the ground truth: thorough README documentation, dependency installation, run instructions for Windows/macOS/Linux, enough detail for unfamiliar reviewers, example commands, and reproducibility/evaluability. It omits the general note that Python is the preferred/easiest path, but that is not part of the specific question about what to include in the README for a non-Python stack. Semantically, it matches the key guidance."
"If I build the project with another language, how detailed should the install and run instructions be for the reviewer?",ea815eb858,good,"The AI answer matches the ground truth: it says documentation should be very detailed, assumes the reviewer has no knowledge of the language/ecosystem, includes install and run steps for Windows/macOS/Linux, gives the same Go example, and emphasizes reproducibility and ease of evaluation. It omits the introductory preference for Python and the broader rationale, but that is not needed to answer the specific question."
Where can I look at earlier LLM Zoomcamp capstone submissions?,930286278d,good,"The AI answer matches the ground truth by providing the same two links to the 2024 and 2025 project submission pages. It omits the extra explanatory sentence about what the pages show, but that is not essential to the answer."
Is there a page with past LLM Zoomcamp projects I can browse?,930286278d,good,The AI answer matches the ground truth: it provides the same two project pages (2024 and 2025) and explains that they list submitted repositories and help understand project scope and quality. Semantically equivalent.
Can I see examples of projects from previous LLM Zoomcamp cohorts?,930286278d,good,The AI answer matches the ground truth exactly in substance: it provides the same links to 2024 and 2025 project pages and explains that they show submitted repositories useful for understanding scope and quality of capstone projects. No key information is missing or incorrect.
Where are the 2024 and 2025 LLM Zoomcamp project links?,930286278d,good,"The AI answer correctly provides both the 2024 and 2025 LLM Zoomcamp project links, matching the ground truth. It omits the extra explanatory sentence, but that is not required for equivalence."
How can I check submitted LLM Zoomcamp capstone repositories from past years?,930286278d,good,"The AI answer matches the ground truth: it provides the same 2024 and 2025 project links and states that these pages list submitted repositories from past years. It preserves the key information and intent, with only minor wording differences and no missing core point."
Do I need to reserve or announce my capstone project idea before I start?,897a350476,good,"The AI answer matches the core ground truth: it clearly says there is no need to announce or reserve the project idea before starting. It omits the optional guidance about asking for feedback in Slack, viewing previous projects, and similar topics being allowed, but those are extra details rather than the main answer to the question."
"Can I just pick a project topic on my own, or do I have to get it approved first?",897a350476,good,"The AI answer matches the key point: no prior approval or reservation is needed, and students can start their own project idea. It also correctly mentions Slack for feedback. It omits the examples of previous projects and the note that similar topics are okay if implementation is original, but those are supplementary rather than essential to the main question."
"Is it okay if my project is similar to someone else’s previous idea, or does it need to be totally unique?",897a350476,good,"The AI answer correctly states that similar topics are acceptable as long as the implementation is original and the project meets requirements, which matches the key point of the ground truth. It omits the extra details about not needing to announce/reserve the idea and where to ask for feedback, but those are not necessary to answer the question asked."
Where should I ask if I want feedback on my capstone project idea?,897a350476,good,"The AI answer directly matches the key point from the ground truth: feedback should be asked in Slack. It omits the extra context about not needing to announce/reserve the idea and the project links, but those are not required to answer the question asked."
Should I look at past LLM Zoomcamp projects to figure out the right scope for my own project?,897a350476,bad,"The AI answer captures the useful part that past projects can be looked at for scope and links to the project pages, and it correctly says similar topics are fine if the implementation is your own. However, it changes the first sentence into an affirmative recommendation, whereas the ground truth says you do not need to look at past projects and that you do not need to announce/reserve an idea before starting. Since the question asks whether one should look at past projects to figure out scope, the answer should reflect that it is optional rather than a necessity or strong recommendation. Still, the core guidance about using them to understand scope and the permissibility of similar topics is present."
Can I build my capstone as a Telegram or WhatsApp bot instead of a web app?,7318a90b14,good,"The AI answer matches the ground truth: it explicitly says a Telegram or WhatsApp bot is allowed instead of a web app, notes there are no strict interface rules as long as evaluation criteria are met, and mentions that the course does not teach how to build those interfaces so the student must figure it out themselves. It preserves all key points, with only minor omission of extra examples like CLI/Slack/notebook, which are not necessary."
"Is there any rule that says the project has to be a website, or can I use a CLI or Slack app too?",7318a90b14,good,"The AI answer matches the ground truth: it says the project does not need to be a website, lists acceptable interfaces including CLI and Slack app, and notes there are no strict rules as long as evaluation criteria are met. It omits the note about the course not teaching these interfaces and needing to figure it out yourself, but that is extra detail rather than a core requirement for correctness."
"For the capstone, do I have to follow a specific user interface format, or can I choose whatever fits my idea?",7318a90b14,good,"The AI answer preserves the key point that there are no strict interface requirements and lists the same examples. It also correctly notes that the project must meet evaluation criteria. It omits the extra note that the course does not teach how to build these interfaces, but that is supplemental, not essential to the question."
Does the course provide guidance on how to make the project available through something like a bot or notebook?,7318a90b14,good,"The AI answer matches the ground truth: it confirms that any interface is allowed, explicitly includes bot and notebook examples, states there are no strict guidelines, and notes the course does not teach how to build those interfaces. This preserves the key information and intent."
"If I use a different interface for the project, what matters most for evaluation?",7318a90b14,good,"The AI answer preserves the key point that any interface is acceptable and that the important thing is meeting the evaluation criteria. It also correctly mentions no strict rules on interface type. It omits the note that the course doesn’t teach how to build those interfaces, but that is ancillary and not required for semantic equivalence."
"What do people usually use to pull text out of PDFs for a RAG app, especially if the files are scanned?",d8b28c47a0,good,"The AI answer matches the ground truth closely. It lists the same commonly used tools (docling, PyMuPDF/pymupdf4llm, unstructured, pytesseract/Tesseract OCR, hosted OCR like Mistral OCR) and correctly notes that scanned PDFs usually require OCR. It preserves the key point that no single prescribed tool exists and that choice depends on the documents."
"Is there a recommended library in the course for PDF text extraction, or can I choose whatever works best?",d8b28c47a0,good,"The AI answer matches the ground truth: it correctly states that no specific library is prescribed, lists the same recommended options, and includes the advice to test a few on sample documents. It omits the follow-up link about preparing documents for RAG, but that is extra detail not essential to the core question."
Which tools are good if I want Markdown or structured output from PDFs for retrieval?,d8b28c47a0,good,"The AI answer preserves the main recommendations from the ground truth: docling, pymupdf4llm/PyMuPDF, unstructured, pytesseract, and hosted OCR like Mistral OCR. It also correctly emphasizes docling and pymupdf4llm for Markdown/structured output. The only addition is GROBID, which is extra but not contradictory. Overall it is semantically equivalent."
What should I use for OCR when a PDF is just images and doesn’t have selectable text?,d8b28c47a0,good,"The AI answer correctly identifies Tesseract OCR via pytesseract as a suitable option for scanned/image-based PDFs without selectable text. This matches one of the main recommendations in the ground truth. Although it omits the note that the course doesn’t prescribe a single tool and mentions only one option, it still answers the question correctly and preserves the key point."
"Are hosted OCR APIs a good option for document extraction, and how do I decide which tool gives the cleanest text?",d8b28c47a0,good,"The AI answer preserves the key points from the ground truth: hosted OCR is an acceptable option, no single tool is prescribed, and the recommended method is to test a few tools on sample documents to see which yields the cleanest text. It also lists the same major tool options."
"Can I use the workshop content in my own capstone project, or is it only for the class work?",d850a0e7ea,good,"The AI answer correctly states that the workshop content can be used in a capstone project and that the materials are open-source and usable directly in projects. This matches the key point of the ground truth, though it omits the extra note about using it for other Zoomcamps. That omission does not change the answer."
